Gene_ID	par_rep1	par_rep2	per_rep1	per_rep2	per_rep3
ENSG00000251446.1	0	0	0	0	0
ENSG00000248859.2	0	0	0	0	0
ENSG00000113763.6	229	255	101	98	114
ENSG00000160883.6	9	3	11	7	9
ENSG00000087206.12	3970	4056	3863	4104	3975
ENSG00000113761.7	2977	2936	2971	3074	3079
ENSG00000251666.1	43	68	113	88	72
ENSG00000160867.10	18750	16758	3333	2983	3197
ENSG00000165671.14	23221	24353	19659	21292	17269
ENSG00000240729.1	20	21	6	16	9
ENSG00000270706.1	25	22	21	25	13
ENSG00000169228.9	1012	973	973	1119	1199
ENSG00000213347.6	1369	1337	1354	1543	1452
ENSG00000169230.5	6453	6271	2658	2918	2508
ENSG00000169223.10	18385	17652	12822	13757	13231
ENSG00000266089.1	0	0	0	0	1
ENSG00000239393.1	1	3	3	2	0
ENSG00000169220.13	545	555	267	337	291
ENSG00000131183.6	15	13	1	4	2
ENSG00000196570.2	1	0	0	0	0
ENSG00000131187.5	173	137	40	49	41
ENSG00000198055.6	7401	7125	3571	4049	3735
ENSG00000246334.2	41	49	46	56	45
ENSG00000131188.7	708	579	358	412	356
ENSG00000113758.9	16854	15727	12216	13803	12672
ENSG00000196923.9	2615	2437	1163	1296	1334
ENSG00000248996.1	17	17	8	5	16
ENSG00000146094.9	345	302	221	222	259
ENSG00000183258.7	14155	13825	10567	11467	10552
ENSG00000146067.11	10240	9705	12588	15257	15205
ENSG00000272459.1	18	22	40	31	36
ENSG00000184840.7	33607	32475	16791	17799	16618
ENSG00000027847.9	2693	2636	2523	3028	2781
ENSG00000247679.2	210	247	499	575	494
ENSG00000246596.2	49	62	127	167	125
ENSG00000249849.1	0	0	0	0	0
ENSG00000170074.15	4	0	2	1	1
ENSG00000249109.1	0	0	0	1	0
ENSG00000248943.1	0	0	0	0	0
ENSG00000170089.11	1436	1431	941	856	808
ENSG00000214351.5	0	0	0	0	0
ENSG00000249186.1	0	0	0	0	0
ENSG00000221204.1	0	0	0	0	0
ENSG00000250101.1	52	69	68	49	50
ENSG00000249684.1	518	493	313	343	330
ENSG00000249129.1	84	110	103	84	86
ENSG00000175325.2	20	14	23	18	25
ENSG00000204677.6	42	38	78	92	75
ENSG00000218227.3	1025	1051	1041	1043	940
ENSG00000145911.5	2281	2160	5213	6096	5357
ENSG00000145916.14	6299	5857	5924	6427	6130
ENSG00000145912.4	3283	3193	2363	2535	2383
ENSG00000251211.1	12	14	11	12	8
ENSG00000244234.1	3	4	2	3	5
ENSG00000197451.6	40150	39706	18181	18397	17188
ENSG00000175309.10	2567	2360	4357	4447	4623
ENSG00000050767.11	19	20	47	34	24
ENSG00000271681.1	0	2	0	0	1
ENSG00000253698.1	0	0	0	0	0
ENSG00000242341.2	0	0	0	0	0
ENSG00000245688.1	0	0	1	0	1
ENSG00000113240.8	1948	2206	5941	6601	6075
ENSG00000252464.1	6	11	43	57	49
ENSG00000169131.6	2677	2826	2023	2320	2139
ENSG00000250420.4	23	24	12	14	11
ENSG00000253725.1	0	0	0	0	0
ENSG00000178338.6	1194	1287	1583	1817	1625
ENSG00000206624.1	0	0	0	0	0
ENSG00000198939.3	138	139	223	251	309
ENSG00000213328.3	0	2	7	2	11
ENSG00000253869.1	2	0	1	3	6
ENSG00000272431.1	0	1	2	0	2
ENSG00000178187.3	14	8	18	13	13
ENSG00000254035.1	0	0	5	2	1
ENSG00000113262.10	2	3	3	3	2
ENSG00000254158.1	4	5	1	4	2
ENSG00000234284.2	652	680	611	607	630
ENSG00000177932.6	549	608	679	831	659
ENSG00000253144.1	0	0	0	0	0
ENSG00000087116.9	2	4	38	46	44
ENSG00000253979.1	0	0	0	0	0
ENSG00000253163.1	0	0	0	0	0
ENSG00000253617.2	0	0	0	0	0
ENSG00000250674.1	0	0	0	0	0
ENSG00000264205.1	1	3	0	0	0
ENSG00000253652.1	0	0	0	0	0
ENSG00000251545.2	1	0	1	1	0
ENSG00000253520.1	1	3	6	5	10
ENSG00000176783.10	4706	4818	5225	5396	5320
ENSG00000249140.1	8	7	10	4	6
ENSG00000244945.1	95	68	84	103	107
ENSG00000169045.13	88586	90786	74526	79334	77175
ENSG00000204661.5	6	2	4	8	4
ENSG00000228259.2	2	1	0	3	1
ENSG00000250999.1	12	16	29	33	31
ENSG00000204659.4	10	14	63	76	42
ENSG00000127022.10	137193	146556	126657	143841	131824
ENSG00000225051.4	24	21	33	44	37
ENSG00000161021.7	10326	10730	12825	14920	13572
ENSG00000213316.5	1	4	3	2	4
ENSG00000161013.12	15314	14070	21065	23304	22439
ENSG00000221394.1	1	2	2	4	3
ENSG00000161011.15	21294	20782	27168	29589	27858
ENSG00000161010.10	1526	1526	2730	3133	3351
ENSG00000222448.1	6	14	19	28	23
ENSG00000252202.1	6	5	6	9	10
ENSG00000245317.2	121	100	308	352	274
ENSG00000197226.8	29906	29551	28323	30844	28832
ENSG00000113269.9	7146	7012	7553	8311	8154
ENSG00000242979.1	0	1	2	1	1
ENSG00000249876.1	3	2	0	4	8
ENSG00000249412.1	3	7	10	5	4
ENSG00000198995.1	0	0	1	0	0
ENSG00000253480.1	2	3	2	1	1
ENSG00000146090.11	29	19	20	24	14
ENSG00000229721.3	12	2	3	8	5
ENSG00000050748.13	14421	14626	8380	9161	8847
ENSG00000253908.1	33	39	27	39	29
ENSG00000248367.1	64	89	156	146	137
ENSG00000131459.8	52	63	51	77	51
ENSG00000250509.1	0	0	2	0	0
ENSG00000200555.1	0	0	0	0	0
ENSG00000113300.7	13975	14635	11915	13303	11875
ENSG00000250749.1	1	1	4	1	1
ENSG00000263759.1	1	0	0	0	0
ENSG00000161055.3	10	12	7	16	14
ENSG00000037280.11	810	734	293	320	331
ENSG00000251352.1	0	0	0	0	0
ENSG00000248717.1	0	0	0	0	0
ENSG00000236791.2	0	0	1	0	0
ENSG00000199892.2	0	0	0	0	0
ENSG00000174339.2	0	0	0	0	0
ENSG00000260841.1	114	102	100	114	94
ENSG00000131446.11	9509	9269	8171	8921	8954
ENSG00000245060.2	1634	1692	2614	2944	2793
ENSG00000196670.9	3380	3768	5891	6509	6312
ENSG00000113303.7	0	1	0	2	0
ENSG00000222852.1	0	0	0	0	0
ENSG00000243664.1	0	0	0	0	0
ENSG00000249287.1	0	0	0	0	0
ENSG00000248761.1	0	0	0	0	0
ENSG00000231228.3	1	0	3	1	1
ENSG00000168903.8	0	0	0	0	0
ENSG00000206686.1	0	0	0	0	0
ENSG00000165810.12	700	682	1279	1260	1277
ENSG00000241870.1	0	1	0	1	2
ENSG00000214295.4	0	0	0	0	1
ENSG00000248560.1	5	1	1	4	5
ENSG00000185372.2	0	0	1	0	0
ENSG00000182613.1	0	0	0	0	0
ENSG00000248473.1	0	1	1	2	6
ENSG00000250222.1	14	14	31	18	21
ENSG00000146054.13	99	113	114	120	104
ENSG00000250900.2	8	3	9	6	7
ENSG00000248514.1	0	0	1	0	1
ENSG00000146063.14	4880	4692	6024	6494	6182
ENSG00000264732.1	0	0	0	0	0
ENSG00000247049.2	0	0	0	0	0
ENSG00000204628.7	102348	100065	108859	119572	115298
ENSG00000272296.1	0	0	0	0	0
ENSG00000264549.1	0	0	0	0	0
ENSG00000233937.2	274	278	398	457	369
ENSG00000183718.4	1003	1185	2631	3058	2795
ENSG00000268397.1	0	0	0	0	0
ENSG00000248275.1	258	257	264	323	299
ENSG00000248103.1	324	372	486	615	404
ENSG00000222533.1	16	26	17	30	20
ENSG00000238035.4	40	64	82	68	69
ENSG00000250765.1	0	0	0	0	0
ENSG00000230178.1	0	0	0	0	0
ENSG00000251035.1	0	0	0	0	0
ENSG00000256301.1	0	0	0	0	0
ENSG00000213285.4	0	0	0	0	0
ENSG00000271530.1	0	0	0	0	0
ENSG00000220212.1	0	0	0	0	0
ENSG00000170590.4	0	0	2	0	0
ENSG00000217929.3	0	1	0	1	4
ENSG00000218577.1	0	0	0	0	0
ENSG00000263667.1	0	1	0	0	0
ENSG00000205653.1	0	0	0	0	0
ENSG00000112679.10	1908	1992	2931	3133	2909
ENSG00000137265.10	6	1	15	22	15
ENSG00000112685.9	6509	6870	5014	4917	4594
ENSG00000230433.1	8	9	2	5	5
ENSG00000188996.4	18	21	3	1	10
ENSG00000219712.1	2	1	4	2	1
ENSG00000272463.1	3	5	10	11	8
ENSG00000271727.1	3	1	13	10	9
ENSG00000271911.1	3	4	8	15	8
ENSG00000272485.1	2	3	18	21	20
ENSG00000260982.1	0	0	0	0	0
ENSG00000229796.1	0	0	0	0	0
ENSG00000270937.1	0	0	1	0	0
ENSG00000176515.1	0	0	0	0	1
ENSG00000238438.1	0	0	0	0	0
ENSG00000164379.4	8	3	15	17	18
ENSG00000261730.1	0	0	3	2	1
ENSG00000137273.3	6	5	13	12	11
ENSG00000243439.2	0	0	0	0	0
ENSG00000218027.2	2	3	2	1	2
ENSG00000272279.1	0	0	0	0	0
ENSG00000054598.5	265	261	203	217	201
ENSG00000112699.6	7144	6829	2170	2124	1859
ENSG00000250903.4	411	466	680	722	646
ENSG00000236086.3	9	8	6	7	10
ENSG00000266252.1	2	1	1	0	3
ENSG00000272465.1	7	17	30	36	27
ENSG00000164385.5	0	1	1	0	1
ENSG00000228718.1	0	0	0	0	0
ENSG00000145949.8	116	108	191	224	198
ENSG00000124535.11	9571	9294	7446	7776	7708
ENSG00000021355.8	1088	1011	1229	1310	1179
ENSG00000266750.1	0	0	0	1	0
ENSG00000230438.5	2	2	2	0	4
ENSG00000170542.5	57	48	30	35	20
ENSG00000232999.1	0	0	0	0	0
ENSG00000228365.1	0	0	0	0	0
ENSG00000124570.13	7694	7903	5451	5543	5291
ENSG00000244041.3	198	235	490	525	422
ENSG00000124588.15	3848	3858	2882	2814	2892
ENSG00000224846.1	0	0	0	1	1
ENSG00000270346.1	3469	3765	4052	4125	3897
ENSG00000271361.1	1185	1333	1379	1362	1288
ENSG00000261015.1	124	108	122	149	134
ENSG00000232654.1	0	1	0	0	1
ENSG00000217707.2	0	0	0	0	0
ENSG00000229282.1	1	0	2	0	2
ENSG00000137275.9	7306	7405	7003	7311	7043
ENSG00000272277.1	67	65	103	93	76
ENSG00000222248.1	3	2	3	5	5
ENSG00000137274.8	1915	1780	2588	2898	2933
ENSG00000228170.1	0	0	0	0	0
ENSG00000137267.5	2317	2332	923	956	897
ENSG00000216819.1	1	2	0	1	0
ENSG00000230269.2	0	0	0	0	0
ENSG00000137285.9	4	3	6	5	3
ENSG00000180822.7	2010	2033	2106	2545	2218
ENSG00000137266.10	7933	8106	6206	7655	6922
ENSG00000272320.1	42	48	101	138	85
ENSG00000228793.1	3	1	1	3	1
ENSG00000270477.1	0	0	0	0	0
ENSG00000168994.9	81	80	286	391	332
ENSG00000270504.1	9	6	33	28	26
ENSG00000219992.2	0	1	0	1	1
ENSG00000238158.2	0	0	0	2	1
ENSG00000145945.5	114	114	103	121	144
ENSG00000233068.1	1	1	0	0	1
ENSG00000260604.1	11	18	110	121	85
ENSG00000218472.2	2	0	0	3	2
ENSG00000217135.2	0	0	1	0	0
ENSG00000217566.2	0	2	1	0	0
ENSG00000216657.1	12	16	10	19	13
ENSG00000145965.5	68	96	349	373	341
ENSG00000272248.1	7	8	16	26	17
ENSG00000230648.1	5	8	9	14	15
ENSG00000112739.12	16809	17931	18339	20142	18537
ENSG00000145975.9	65	64	32	40	34
ENSG00000252668.1	0	0	0	1	0
ENSG00000185689.11	77	90	120	145	105
ENSG00000198721.8	8598	8480	5161	4883	4863
ENSG00000254821.1	0	2	2	0	4
ENSG00000234817.2	20	16	66	65	83
ENSG00000237716.1	0	0	0	0	1
ENSG00000216307.2	0	1	0	0	2
ENSG00000231811.2	2	3	4	6	4
ENSG00000201185.1	0	1	0	0	0
ENSG00000260239.1	39	36	21	19	17
ENSG00000270695.1	0	0	0	0	0
ENSG00000260673.1	1	2	0	1	0
ENSG00000205444.2	28	23	9	12	15
ENSG00000238801.1	0	0	0	0	0
ENSG00000217385.1	4	5	1	4	8
ENSG00000153046.13	5409	5510	4964	4997	4658
ENSG00000236336.1	0	0	0	0	0
ENSG00000217030.1	2	1	2	1	3
ENSG00000124787.9	1930	1980	995	936	888
ENSG00000272142.1	148	152	158	177	155
ENSG00000271978.1	25	21	48	39	55
ENSG00000252419.1	53	33	61	70	62
ENSG00000220685.2	26	17	16	31	20
ENSG00000219607.2	4	3	3	4	6
ENSG00000214113.6	2634	2578	1894	2131	1848
ENSG00000265083.1	0	2	0	1	0
ENSG00000264541.1	0	0	0	0	0
ENSG00000145982.7	2289	2280	2089	2185	1816
ENSG00000220446.2	0	1	1	0	2
ENSG00000269985.1	2	5	6	4	2
ENSG00000218574.1	6	2	4	4	9
ENSG00000270174.1	3	2	5	6	2
ENSG00000217239.2	5	3	9	8	2
ENSG00000216360.1	5	6	8	8	10
ENSG00000233064.2	4	2	1	3	2
ENSG00000239472.2	10	6	6	6	4
ENSG00000215057.4	29	34	13	16	26
ENSG00000124785.4	8	7	6	14	14
ENSG00000264121.1	0	0	0	0	0
ENSG00000124491.11	1	2	2	2	6
ENSG00000263572.1	0	0	0	0	0
ENSG00000216863.5	6	3	0	2	1
ENSG00000241216.1	0	0	0	0	0
ENSG00000218868.1	0	2	0	1	0
ENSG00000112799.4	0	0	0	0	0
ENSG00000261211.1	278	308	674	795	668
ENSG00000226281.2	5	3	9	5	4
ENSG00000224532.2	0	0	0	0	0
ENSG00000219986.2	16	23	18	23	16
ENSG00000223342.2	0	0	1	0	0
ENSG00000240936.2	0	0	0	0	0
ENSG00000203498.2	0	3	1	1	0
ENSG00000251762.1	0	0	0	0	0
ENSG00000124782.15	14404	14594	14676	16368	15299
ENSG00000225092.2	12	11	33	52	57
ENSG00000201483.1	1	0	0	1	0
ENSG00000124783.8	26151	27295	18590	19768	18359
ENSG00000238221.1	9	8	9	18	15
ENSG00000164304.11	13	14	11	14	11
ENSG00000219375.1	13	9	3	0	8
ENSG00000220472.1	229	218	259	269	226
ENSG00000230570.1	1	7	0	0	0
ENSG00000124784.4	3309	3507	2549	2727	2533
ENSG00000233503.1	15	23	22	23	19
ENSG00000219993.1	3	3	2	1	1
ENSG00000234115.2	22	14	13	14	14
ENSG00000261189.1	117	122	136	158	118
ENSG00000096696.9	110840	116879	130335	143195	121694
ENSG00000168566.11	5520	5438	5490	6322	5865
ENSG00000236512.1	15	17	4	1	10
ENSG00000153162.8	32	47	18	31	26
ENSG00000239264.4	1364	1366	853	920	768
ENSG00000259040.3	0	0	0	0	0
ENSG00000217746.1	1	0	0	0	0
ENSG00000219294.5	1	5	2	7	6
ENSG00000188428.12	1187	1277	1182	1277	1500
ENSG00000265818.1	0	0	0	0	0
ENSG00000124802.7	1809	1890	993	1008	964
ENSG00000232234.2	0	0	0	0	0
ENSG00000234763.1	0	0	0	0	0
ENSG00000124786.8	2911	2985	2999	3384	3226
ENSG00000251164.1	4	7	12	18	17
ENSG00000230939.1	4	9	36	44	37
ENSG00000225775.1	0	0	0	0	0
ENSG00000181355.16	1	0	4	2	0
ENSG00000216368.2	5	1	1	5	1
ENSG00000229765.2	2	0	3	0	4
ENSG00000221583.1	0	0	0	0	0
ENSG00000216781.2	0	1	0	0	0
ENSG00000137203.6	11573	11673	7960	8587	7715
ENSG00000229950.1	63	82	55	42	48
ENSG00000228478.1	2	0	0	0	0
ENSG00000183674.7	1	0	0	0	0
ENSG00000229401.1	0	1	0	0	0
ENSG00000263705.1	0	0	0	0	0
ENSG00000238076.1	8	4	2	6	2
ENSG00000231056.1	0	2	1	0	0
ENSG00000111846.11	534	550	398	418	391
ENSG00000237685.1	5	3	6	6	6
ENSG00000216359.1	3	0	1	2	1
ENSG00000217181.1	1	1	0	2	0
ENSG00000205318.3	0	0	0	3	0
ENSG00000137434.7	88	118	135	92	113
ENSG00000201048.1	0	0	1	0	0
ENSG00000111845.4	3441	3518	1761	1835	1759
ENSG00000111843.9	9754	9807	9546	10290	9120
ENSG00000272097.1	47	48	76	65	67
ENSG00000137210.9	3998	4179	3225	3427	3085
ENSG00000153157.8	8	10	13	28	13
ENSG00000272162.1	0	0	0	0	0
ENSG00000222383.1	7	11	19	25	15
ENSG00000111837.7	92	113	130	194	191
ENSG00000124827.6	1	1	1	0	3
ENSG00000235051.3	0	0	0	0	1
ENSG00000197977.3	38	48	31	51	38
ENSG00000230314.2	0	0	1	0	0
ENSG00000238896.1	0	0	0	0	0
ENSG00000224531.4	2816	3027	2417	2734	2803
ENSG00000244476.2	7	6	6	8	5
ENSG00000271245.1	0	0	0	0	0
ENSG00000247925.2	2	2	2	3	1
ENSG00000111859.12	3292	2863	7345	10247	10287
ENSG00000233656.1	1	1	0	0	1
ENSG00000242753.1	0	2	0	0	0
ENSG00000202313.1	0	0	0	0	0
ENSG00000218020.3	0	0	4	4	2
ENSG00000205269.4	1120	1066	898	1064	1033
ENSG00000271897.1	0	0	0	0	0
ENSG00000207419.1	0	0	0	0	0
ENSG00000111863.8	0	1	0	0	0
ENSG00000234427.1	0	0	0	0	0
ENSG00000215124.2	0	2	0	0	0
ENSG00000225102.1	0	0	1	0	0
ENSG00000229896.2	17	8	18	22	12
ENSG00000095951.12	4350	4822	2697	3227	3845
ENSG00000078401.6	1178	1195	1058	1411	1405
ENSG00000218893.1	0	0	0	0	0
ENSG00000223321.1	0	0	0	0	0
ENSG00000212802.3	45	41	52	54	27
ENSG00000234015.1	0	0	0	1	0
ENSG00000112137.12	42	53	212	246	245
ENSG00000223291.1	0	0	0	0	0
ENSG00000206702.1	0	0	1	1	0
ENSG00000215022.3	106	112	231	233	252
ENSG00000145979.13	1991	1989	1179	1331	1182
ENSG00000272379.1	33	29	84	63	70
ENSG00000145990.6	868	863	902	1106	1057
ENSG00000187461.5	0	0	0	0	0
ENSG00000237786.1	3	1	2	2	6
ENSG00000218265.1	10	3	1	8	13
ENSG00000202351.1	0	0	0	0	0
ENSG00000124523.10	1828	1715	2666	2964	3074
ENSG00000261071.1	96	84	80	111	63
ENSG00000225921.2	1321	1344	1165	1169	1127
ENSG00000268059.1	0	0	1	2	2
ENSG00000010017.9	10517	10478	10698	11445	10728
ENSG00000252966.1	0	0	0	1	1
ENSG00000050393.7	8892	9287	7791	8528	7717
ENSG00000233075.1	1	0	7	7	5
ENSG00000272209.1	17	10	74	122	93
ENSG00000180537.8	11	6	28	31	14
ENSG00000220868.2	0	0	0	0	0
ENSG00000233981.1	0	0	0	0	0
ENSG00000112149.5	157	133	167	165	172
ENSG00000238987.1	0	0	0	0	0
ENSG00000230631.1	0	0	0	0	0
ENSG00000226673.1	0	0	0	0	0
ENSG00000237346.1	3	1	6	6	8
ENSG00000234540.1	1	2	3	0	1
ENSG00000229646.2	2	4	7	4	4
ENSG00000206960.1	0	1	0	0	0
ENSG00000234261.1	672	700	181	191	192
ENSG00000216754.2	0	1	0	0	1
ENSG00000242989.2	0	1	0	0	0
ENSG00000264687.1	0	0	0	0	0
ENSG00000271888.1	60	46	48	58	36
ENSG00000008083.9	6023	6208	6723	7139	6205
ENSG00000235488.1	12	6	6	5	1
ENSG00000201367.1	0	1	0	0	0
ENSG00000201519.1	0	1	0	1	0
ENSG00000047579.15	2408	2399	1903	2000	2077
ENSG00000214027.3	14	19	12	7	9
ENSG00000232947.1	0	0	0	0	0
ENSG00000217585.1	0	1	1	0	1
ENSG00000007944.10	6068	5477	11250	13226	13151
ENSG00000263712.1	3	2	7	15	11
ENSG00000251793.1	3	6	5	3	6
ENSG00000218073.1	60	92	119	114	140
ENSG00000217078.1	38	60	82	71	91
ENSG00000216364.1	4	5	7	5	7
ENSG00000251831.1	0	0	0	0	0
ENSG00000207193.1	0	0	0	0	0
ENSG00000137198.5	210	233	333	350	385
ENSG00000124788.13	5262	5346	5429	6608	5939
ENSG00000265642.1	0	0	0	0	0
ENSG00000229931.1	45	56	56	61	76
ENSG00000272341.1	165	178	315	361	362
ENSG00000230873.4	232	176	251	336	302
ENSG00000112183.10	91	69	185	174	174
ENSG00000219314.1	0	0	1	5	1
ENSG00000112186.7	6935	6809	9340	9589	9049
ENSG00000184612.8	45	58	109	117	95
ENSG00000218359.1	1	0	4	6	6
ENSG00000137414.5	3039	3138	3643	4126	3776
ENSG00000124789.7	18130	19499	13194	14235	13302
ENSG00000206881.1	11	1	5	3	6
ENSG00000272269.1	460	554	381	513	400
ENSG00000201415.1	2	3	4	2	7
ENSG00000201442.1	0	0	0	0	0
ENSG00000137177.14	8520	8936	16878	18342	16489
ENSG00000203518.1	0	1	0	0	2
ENSG00000220920.1	6	6	8	8	6
ENSG00000187566.3	330	347	465	515	469
ENSG00000137364.4	4420	4609	3335	3444	3091
ENSG00000165097.9	5880	6096	5180	5398	4993
ENSG00000124795.10	28791	30628	17084	19650	18097
ENSG00000199715.1	1	0	0	3	3
ENSG00000200681.1	0	0	1	0	0
ENSG00000217414.2	3	0	3	4	5
ENSG00000218976.2	5	4	4	0	4
ENSG00000137393.8	7765	7670	4724	5258	5244
ENSG00000238458.1	1	1	0	0	0
ENSG00000207775.1	0	0	0	0	0
ENSG00000217379.2	2	4	9	5	1
ENSG00000231662.1	0	0	2	1	0
ENSG00000218643.2	1	1	0	1	0
ENSG00000201523.1	0	0	0	0	0
ENSG00000226786.2	6	3	18	33	23
ENSG00000214012.4	5	4	1	3	3
ENSG00000217314.2	1	1	0	1	2
ENSG00000200957.1	0	0	0	0	1
ENSG00000237404.1	3	1	0	2	3
ENSG00000227116.1	4	2	3	6	3
ENSG00000228412.2	15	25	80	81	46
ENSG00000172201.6	470	408	1956	2410	2379
ENSG00000229700.1	6	14	15	16	11
ENSG00000172197.9	7083	7076	9646	10643	9944
ENSG00000227803.2	0	1	2	2	1
ENSG00000112242.10	5141	5455	3368	3833	3748
ENSG00000240869.2	5	4	1	4	4
ENSG00000252949.1	0	0	0	1	0
ENSG00000224707.1	4	4	0	6	2
ENSG00000222431.1	2	0	4	2	1
ENSG00000201683.1	0	0	0	0	0
ENSG00000145996.7	2003	1931	2111	2267	2025
ENSG00000225832.1	0	0	1	1	1
ENSG00000233848.1	1	0	0	1	0
ENSG00000252046.1	0	0	0	0	0
ENSG00000227089.2	0	0	0	0	0
ENSG00000231754.1	0	0	1	0	1
ENSG00000124766.4	17510	16805	25925	31587	28859
ENSG00000220771.2	3	10	12	15	6
ENSG00000272168.1	145	148	58	49	59
ENSG00000222515.1	1	1	0	1	0
ENSG00000260455.1	3	7	4	1	0
ENSG00000219404.2	0	0	0	0	0
ENSG00000261568.1	0	2	1	1	1
ENSG00000260049.1	0	0	0	0	0
ENSG00000172179.7	0	0	0	0	0
ENSG00000112273.5	0	0	0	1	1
ENSG00000228772.2	0	0	0	0	0
ENSG00000233358.2	0	0	0	1	0
ENSG00000218476.2	0	0	0	0	0
ENSG00000207394.1	0	0	0	0	0
ENSG00000235743.1	0	0	1	0	0
ENSG00000219453.1	0	0	0	0	0
ENSG00000218512.2	1	0	2	0	0
ENSG00000220748.2	1	1	0	0	0
ENSG00000219582.2	2	1	3	3	1
ENSG00000152954.7	0	0	1	3	4
ENSG00000251830.1	0	0	0	0	0
ENSG00000146038.7	40	29	897	937	720
ENSG00000146049.1	0	0	0	3	4
ENSG00000202050.1	0	0	0	0	0
ENSG00000124532.10	8406	8431	7622	8212	7500
ENSG00000112293.10	110	122	223	279	243
ENSG00000112294.8	3427	3484	5012	5577	5351
ENSG00000137261.9	61	46	95	107	98
ENSG00000218186.2	9	9	4	6	7
ENSG00000111802.9	5286	5279	5834	6513	6391
ENSG00000112304.6	3257	3309	3509	3543	3665
ENSG00000272345.1	90	105	145	157	201
ENSG00000112308.8	35183	35741	37313	39437	39559
ENSG00000272402.1	38	43	61	57	72
ENSG00000224164.1	0	0	0	0	0
ENSG00000218806.2	0	0	0	0	0
ENSG00000112312.5	4539	4670	1233	1332	1244
ENSG00000260286.1	3	7	0	2	0
ENSG00000111913.11	60	43	65	100	74
ENSG00000263391.1	0	1	1	2	0
ENSG00000217083.1	0	0	0	0	1
ENSG00000214975.4	10	14	5	5	8
ENSG00000272053.1	0	0	0	0	0
ENSG00000220517.2	5	7	1	2	2
ENSG00000244618.2	0	0	0	0	0
ENSG00000229313.1	0	0	0	0	2
ENSG00000223623.1	0	0	0	0	0
ENSG00000230372.1	0	0	0	0	0
ENSG00000168405.10	2858	2890	3627	3943	3771
ENSG00000219682.3	9	12	9	11	9
ENSG00000262400.1	0	1	1	1	2
ENSG00000217805.2	0	0	1	1	1
ENSG00000222373.1	0	0	0	0	0
ENSG00000264238.1	1	0	0	0	0
ENSG00000219681.2	0	0	0	0	0
ENSG00000235733.2	0	1	1	2	0
ENSG00000271108.1	0	0	0	0	0
ENSG00000216718.6	2	1	1	1	2
ENSG00000213972.3	2	1	2	2	5
ENSG00000079691.15	4311	4581	5567	5946	5116
ENSG00000207286.1	0	1	1	0	0
ENSG00000207490.1	0	0	0	0	0
ENSG00000253017.1	1	0	0	0	2
ENSG00000238322.1	0	0	0	0	1
ENSG00000079689.9	653	760	231	200	185
ENSG00000217408.2	0	0	0	2	1
ENSG00000164508.3	0	0	0	0	0
ENSG00000146047.4	0	0	0	0	0
ENSG00000178762.3	0	0	0	0	0
ENSG00000216436.2	1	0	0	0	0
ENSG00000146039.6	0	1	2	5	6
ENSG00000124568.6	0	0	6	1	1
ENSG00000124564.13	0	0	5	1	4
ENSG00000242387.1	0	0	0	0	0
ENSG00000112337.6	0	0	0	0	0
ENSG00000112343.8	1040	1098	1826	1984	1894
ENSG00000272558.1	0	0	0	0	0
ENSG00000272065.1	10	6	10	9	18
ENSG00000272462.2	263	238	380	409	342
ENSG00000272810.1	5	3	22	24	26
ENSG00000224447.1	0	0	0	0	2
ENSG00000124610.3	0	1	0	1	0
ENSG00000198366.5	15	10	1	6	3
ENSG00000196176.7	23	13	1	1	2
ENSG00000124529.3	11	8	2	3	2
ENSG00000124693.2	38	31	4	2	6
ENSG00000137259.2	6	6	0	1	1
ENSG00000196226.2	2	6	0	0	0
ENSG00000234816.2	1	0	2	0	0
ENSG00000196532.4	51	62	4	5	3
ENSG00000187837.2	1866	1799	595	640	637
ENSG00000010704.14	22	22	4	10	3
ENSG00000197061.3	13	12	4	5	4
ENSG00000187475.4	2	4	3	2	0
ENSG00000180596.7	299	304	75	94	79
ENSG00000180573.8	2831	2652	5213	5491	5096
ENSG00000168298.4	47	39	19	12	6
ENSG00000158373.7	2134	1978	2411	2309	2175
ENSG00000217159.2	9	3	16	19	17
ENSG00000197697.3	33	19	2	3	6
ENSG00000188987.2	14	15	3	2	0
ENSG00000216331.1	20	15	11	9	15
ENSG00000197409.6	67	62	33	35	30
ENSG00000196866.2	0	0	0	0	0
ENSG00000197846.3	64	73	31	38	61
ENSG00000217275.2	28	37	24	24	29
ENSG00000198518.5	75	89	73	78	89
ENSG00000187990.4	199	186	116	145	138
ENSG00000168274.3	156	129	82	90	79
ENSG00000196966.3	151	160	258	304	393
ENSG00000218281.1	11	10	3	0	4
ENSG00000124575.5	62	60	24	20	11
ENSG00000198327.3	0	0	0	0	0
ENSG00000124578.4	1	1	0	0	0
ENSG00000256316.1	14	12	4	6	3
ENSG00000197459.2	239	239	41	55	46
ENSG00000256018.1	146	141	11	8	5
ENSG00000218690.1	25	21	2	3	6
ENSG00000168242.3	5	8	1	1	1
ENSG00000158406.2	798	801	849	892	801
ENSG00000220875.1	19	20	14	15	20
ENSG00000252399.1	0	0	0	0	0
ENSG00000186470.9	898	890	1549	1675	1698
ENSG00000215979.1	0	0	1	0	0
ENSG00000124508.12	168	197	526	522	442
ENSG00000026950.12	1470	1370	3114	3388	3480
ENSG00000124549.10	181	168	250	286	217
ENSG00000111801.11	139	150	661	738	746
ENSG00000112763.11	2847	2763	2681	2944	2819
ENSG00000124557.8	0	6	3	4	1
ENSG00000199289.1	0	0	1	0	0
